"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4986","should login with valid credentials","","Wed Nov 06 00:01:19 BRT 2024","passed","Wed Nov 06 00:01:24 BRT 2024","","My Login application","",""
